x_model,y_model
-7.521467573261486628e-02,7.450717390815725372e-02
-1.926036426393543943e-01,2.466003944884483934e-01
-1.773197664293209852e-01,1.081366440992657385e-01
-3.050962423846154126e-02,2.243627969866550664e-01
-3.050962423846154126e-02,2.243627969866550664e-01
-1.492480677630513841e-01,-6.505119890378663339e-02
-2.613868272524724756e-01,5.926460619091092341e-02
-1.869864174847650773e-01,7.406222385339805703e-04
-2.785910067998838557e-01,-1.925577497784324299e-01
-5.027147829274676294e-01,-8.136571225043906508e-02
-5.047245543013065827e-01,8.484202715202199263e-03
-5.047245543013065827e-01,8.484202715202199263e-03
-3.381111484295127312e-01,-2.575527945477837366e-02
-4.933425726067625083e-01,5.556021032137356541e-03
-4.933425726067625083e-01,5.556021032137356541e-03
-4.933425726067625083e-01,5.556021032137356541e-03
-4.933425726067625083e-01,5.556021032137356541e-03
-4.574640735739891051e-01,1.379020310052682108e-01
-4.574640735739891051e-01,1.379020310052682108e-01
-3.899954190324137482e-01,1.173542724129139347e-01
-3.899954190324137482e-01,1.173542724129139347e-01
-3.899954190324137482e-01,1.173542724129139347e-01
-1.274337759200311337e-02,-7.694278315854563566e-03
-1.274337759200311337e-02,-7.694278315854563566e-03
-1.274337759200311337e-02,-7.694278315854563566e-03
-1.274337759200311337e-02,-7.694278315854563566e-03
-1.274337759200311337e-02,-7.694278315854563566e-03
-4.017833239107891641e-02,-5.305658527892276322e-02
-4.017833239107891641e-02,-5.305658527892276322e-02
-4.017833239107891641e-02,-5.305658527892276322e-02
-1.556582810290811913e-01,5.229096904868206497e-02
-3.210356682666135608e-01,-5.854791339280895901e-02
-3.967005709464809238e-01,-1.286787097903610289e-01
-3.967005709464809238e-01,-1.286787097903610289e-01
-3.389041318316771689e-01,-1.101244935322168439e-01
-3.389041318316771689e-01,-1.101244935322168439e-01
-3.389041318316771689e-01,-1.101244935322168439e-01
-3.916302098574575563e-01,-7.162583032917876902e-02
-4.132310230044183297e-01,8.022286061513714261e-03
-4.132310230044183297e-01,8.022286061513714261e-03
-3.822527434279585634e-01,-1.397857703075034916e-02
-3.822527434279585634e-01,-1.397857703075034916e-02
-1.740853588397776319e-01,-2.231512556889596322e-01
-1.740853588397776319e-01,-2.231512556889596322e-01
-1.518282509481359288e-01,5.444171145298545844e-02
-8.305551364978197570e-02,7.257727392714118098e-02
-8.305551364978197570e-02,7.257727392714118098e-02
-1.016603272391329305e-01,-6.535110107131424095e-02
-1.016603272391329305e-01,-6.535110107131424095e-02
-2.369633554981515067e-01,-1.534142608295654964e-01
-3.359501504679812678e-03,-6.807711629078495863e-02
-1.345824865840677120e-01,-9.326458488435730720e-02
-1.532487520100945244e-01,-1.104229890471398190e-01
-7.917770303898330475e-02,1.323872603577642970e-02
-7.917770303898330475e-02,1.323872603577642970e-02
-3.558575664454474707e-02,7.004326547283704074e-02
-1.152070659986353246e-02,1.111363384803868010e-01
-3.696720504912816979e-02,-4.172198803261449596e-02
-1.264601030787145530e-01,-1.455625206593878507e-01
-3.973465816041217291e-01,2.000470172584942197e-02
-3.973465816041217291e-01,2.000470172584942197e-02
