x_model,own_WHAM_eV,PyMBAR_FES_eV,analytic_eV,samples
0.6450000000000002,0.04743201151449075,0.04763749815736058,0.042508039631010845,1872
0.6750000000000003,0.042688737570438895,0.04305928246056591,0.0365186830223793,1885
0.7050000000000001,0.03622487883552139,0.03657482399925415,0.030739644475139043,1971
0.7350000000000001,0.03431709097621438,0.0346615514080364,0.025236480372230412,1898
0.7650000000000001,0.02775743852570034,0.028092745876088607,0.020077749714714932,2014
0.7950000000000002,0.020438046555900202,0.0207776651589456,0.015335014386652683,2187
0.8250000000000002,0.016184109960255655,0.016579203206452304,0.011082838440496262,2260
0.8550000000000002,0.011030400986528383,0.011412663690849133,0.007398786569298491,2403
0.8850000000000002,0.010416424948943459,0.010804114711624173,0.004363421919127999,2370
0.9150000000000003,0.009149924153523448,0.009530605510797171,0.0020603033805795014,2401
0.9450000000000003,0.010153409418390685,0.010554683693125047,0.0005759824830290812,2365
0.9750000000000001,0.003718939286368461,0.0041224919566530665,0.0,2737
1.0050000000000001,0.00584256317781276,0.006214592756877378,0.00042488235918441974,2735
1.0350000000000001,0.010680353606036835,0.011069487010493378,0.0019461379366720252,2645
1.0650000000000002,0.010851186246512046,0.011290080551855252,0.004662253302005287,2857
1.0950000000000002,0.012309830689394258,0.012696907832868505,0.008674689468949864,3071
1.1250000000000002,0.02255087692695701,0.022846065501534247,0.014087878196394406,2838
1.1550000000000002,0.024124432388324762,0.02446269549972563,0.021009218374576463,3152
1.1850000000000003,0.03377677725955333,0.03406377230427062,0.02954907252382405,3032
1.2150000000000003,0.04657398457444767,0.046727018755796546,0.03982076342613636,2766
1.245,0.06102645193870446,0.061233304750264034,0.051940570904106836,2450
1.2750000000000001,0.07417222031429227,0.07426732855827016,0.06602772875682181,2219
1.3050000000000002,0.08941149463377152,0.08979788377614793,0.0822044218583386,1914
1.3350000000000002,0.11106893521837241,0.1111580944356535,0.10059578342106676,1439
1.3650000000000002,0.1232450271488052,0.12352794114525296,0.12132989242373354,1277
1.3950000000000002,0.14846921253053463,0.14875470315562,0.14453777120153236,862
1.4250000000000003,0.1804882945535488,0.18075009082532667,0.17035338319444274,498
1.4550000000000003,0.21403276339362476,0.2142706994827508,0.19891363084849417,272
1.4850000000000003,0.2522124670088355,0.2525460474665187,0.23035835366386645,132
1.5150000000000001,0.2730118189672781,0.27344833319968215,0.2648303263831122,87
1.5450000000000002,0.2818842037665686,0.2824863817764447,0.3024752573124049,70
1.5750000000000002,0.3310922576013463,0.33234364115562925,0.3434417867685089,25
1.6050000000000002,0.35918204942673715,0.36229972164025526,0.38788148564412217,13
1.6350000000000002,0.4843595608782145,0.48591132768106826,0.43594885408428796,1
1.6650000000000003,0.3919648144590705,0.3967447796683327,0.4878013202667194,5
1.6950000000000003,nan,nan,0.5435992392790975,0
1.7250000000000003,nan,nan,0.6035058920866515,0
1.7550000000000003,nan,nan,0.6676874845836324,0
1.7850000000000001,nan,nan,0.7363131467225936,0
