x_model,y_model
1.004719010709862470e+00,-2.252507822293754736e-02
1.004719010709862470e+00,-2.252507822293754736e-02
1.004719010709862470e+00,-2.252507822293754736e-02
1.004719010709862470e+00,-2.252507822293754736e-02
1.004719010709862470e+00,-2.252507822293754736e-02
9.127945699494152132e-01,-7.680441335467323716e-02
9.127945699494152132e-01,-7.680441335467323716e-02
8.847271368468618835e-01,-5.060193793540637003e-02
9.346818858156136223e-01,-1.339239539569016813e-01
6.608863715570485464e-01,-1.702461310711644860e-01
6.608863715570485464e-01,-1.702461310711644860e-01
6.608863715570485464e-01,-1.702461310711644860e-01
6.608863715570485464e-01,-1.702461310711644860e-01
6.512303345013581435e-01,-1.423801420389473882e-01
8.551601617345010453e-01,-4.377772941331588286e-02
5.990095338273195846e-01,-2.603862774668551372e-02
8.767256906855704912e-01,2.673986781931075168e-03
8.767256906855704912e-01,2.673986781931075168e-03
8.767256906855704912e-01,2.673986781931075168e-03
8.767256906855704912e-01,2.673986781931075168e-03
6.854002327712521714e-01,-1.563813582641304101e-01
9.467173892366753662e-01,-1.246019465182002794e-01
8.081555311082377901e-01,-6.710148118986324073e-02
8.215325646455581277e-01,-1.438503452140028199e-02
8.215325646455581277e-01,-1.438503452140028199e-02
7.964257975447049942e-01,1.298925381185998817e-03
7.964257975447049942e-01,1.298925381185998817e-03
7.964257975447049942e-01,1.298925381185998817e-03
7.964257975447049942e-01,1.298925381185998817e-03
8.752410598367326156e-01,7.515011036282093215e-02
8.752410598367326156e-01,7.515011036282093215e-02
8.752410598367326156e-01,7.515011036282093215e-02
8.752410598367326156e-01,7.515011036282093215e-02
8.752410598367326156e-01,7.515011036282093215e-02
9.645216821190233381e-01,6.606401142024957707e-02
1.022053044232784424e+00,1.991897339940262857e-01
9.759803039727328322e-01,2.433536449582278660e-01
8.384433651193411441e-01,2.742605741474549719e-01
8.384433651193411441e-01,2.742605741474549719e-01
9.416362588593776284e-01,2.724772345014120356e-02
9.416362588593776284e-01,2.724772345014120356e-02
9.416362588593776284e-01,2.724772345014120356e-02
9.416362588593776284e-01,2.724772345014120356e-02
9.416362588593776284e-01,2.724772345014120356e-02
9.988806277827001479e-01,-1.515059003523998860e-01
9.988806277827001479e-01,-1.515059003523998860e-01
7.559054125225892484e-01,7.726905566153091653e-02
6.559616311708946768e-01,5.035955996003051854e-02
7.092494266908809797e-01,-4.358204128790098969e-02
7.092494266908809797e-01,-4.358204128790098969e-02
7.092494266908809797e-01,-4.358204128790098969e-02
6.953805820774318081e-01,-1.685535132780303924e-01
6.953805820774318081e-01,-1.685535132780303924e-01
7.314979484084497274e-01,-2.028639303051663623e-01
7.314979484084497274e-01,-2.028639303051663623e-01
7.314979484084497274e-01,-2.028639303051663623e-01
8.087742764394236783e-01,-4.618296636606372685e-03
8.243805824132108828e-01,1.001519779029908241e-01
8.243805824132108828e-01,1.001519779029908241e-01
8.243805824132108828e-01,1.001519779029908241e-01
8.338086451679088684e-01,1.040797545844902861e-02
8.338086451679088684e-01,1.040797545844902861e-02
8.338086451679088684e-01,1.040797545844902861e-02
7.357502223066043623e-01,-4.412539880868707187e-02
7.357502223066043623e-01,-4.412539880868707187e-02
7.357502223066043623e-01,-4.412539880868707187e-02
7.357502223066043623e-01,-4.412539880868707187e-02
8.443416212304245549e-01,-3.924193479994962652e-02
8.443416212304245549e-01,-3.924193479994962652e-02
8.443416212304245549e-01,-3.924193479994962652e-02
8.443416212304245549e-01,-3.924193479994962652e-02
8.443416212304245549e-01,-3.924193479994962652e-02
7.766351367691527452e-01,-7.475179016522781605e-02
8.256001720355787832e-01,4.646290834411559434e-02
8.256001720355787832e-01,4.646290834411559434e-02
