x_model,y_model
9.652801884060134840e-01,1.338587767471933476e-01
1.176195059251413211e+00,8.767299602548656035e-03
1.176195059251413211e+00,8.767299602548656035e-03
1.176195059251413211e+00,8.767299602548656035e-03
1.176195059251413211e+00,8.767299602548656035e-03
1.176195059251413211e+00,8.767299602548656035e-03
1.071935857314325835e+00,-2.840421708385559157e-02
1.071935857314325835e+00,-2.840421708385559157e-02
1.071935857314325835e+00,-2.840421708385559157e-02
9.815923265183050805e-01,5.142521058546128260e-02
1.145349447055854064e+00,1.059125472195079909e-02
1.390884488648954864e+00,5.288121723901154786e-02
1.390884488648954864e+00,5.288121723901154786e-02
1.390884488648954864e+00,5.288121723901154786e-02
1.408002143832560948e+00,-5.122781865022216913e-02
1.357094823811966000e+00,-1.382532661589493672e-01
1.357094823811966000e+00,-1.382532661589493672e-01
1.357094823811966000e+00,-1.382532661589493672e-01
1.357094823811966000e+00,-1.382532661589493672e-01
1.332935708807727382e+00,-1.999288893940889267e-01
1.138746674470727527e+00,-1.151896533509787768e-01
1.205950055793049369e+00,-1.675487949293554824e-01
1.054736753287265572e+00,-1.521948049277217774e-01
1.235439366044471576e+00,-1.811917453761957009e-01
1.235439366044471576e+00,-1.811917453761957009e-01
1.235439366044471576e+00,-1.811917453761957009e-01
1.119209137145439792e+00,-1.329189762931094754e-01
1.119209137145439792e+00,-1.329189762931094754e-01
1.119209137145439792e+00,-1.329189762931094754e-01
1.119209137145439792e+00,-1.329189762931094754e-01
1.132125788350013762e+00,6.245020011820132111e-02
1.132125788350013762e+00,6.245020011820132111e-02
1.188157284718989848e+00,-4.604671764700840608e-02
1.188157284718989848e+00,-4.604671764700840608e-02
1.231202799932695324e+00,-2.391861768480780040e-02
1.330170577565816137e+00,-5.216625929306956122e-02
1.330170577565816137e+00,-5.216625929306956122e-02
1.180121812580055440e+00,-2.356374778988630236e-01
1.180121812580055440e+00,-2.356374778988630236e-01
1.180121812580055440e+00,-2.356374778988630236e-01
1.180121812580055440e+00,-2.356374778988630236e-01
1.226733997907617058e+00,-1.872950164516999361e-01
1.054304474516800427e+00,-1.730944214696125139e-01
1.054304474516800427e+00,-1.730944214696125139e-01
1.054304474516800427e+00,-1.730944214696125139e-01
1.054304474516800427e+00,-1.730944214696125139e-01
1.147197006376170281e+00,-1.366938078729067474e-01
1.147197006376170281e+00,-1.366938078729067474e-01
1.229287066171921294e+00,-1.144227283492773861e-01
1.089296560403831382e+00,6.740537613356997748e-02
1.262135008981148943e+00,-7.326033878774101948e-02
1.262135008981148943e+00,-7.326033878774101948e-02
1.262135008981148943e+00,-7.326033878774101948e-02
1.262135008981148943e+00,-7.326033878774101948e-02
1.262135008981148943e+00,-7.326033878774101948e-02
1.210953984063096067e+00,-1.355828053037304859e-01
1.210953984063096067e+00,-1.355828053037304859e-01
1.380286865821886089e+00,-4.214277370627964037e-02
1.306805936347914754e+00,-1.573158865702824483e-01
1.306805936347914754e+00,-1.573158865702824483e-01
1.306805936347914754e+00,-1.573158865702824483e-01
1.306805936347914754e+00,-1.573158865702824483e-01
1.306805936347914754e+00,-1.573158865702824483e-01
1.306805936347914754e+00,-1.573158865702824483e-01
9.826989573176470039e-01,-1.747178200053823849e-01
9.826989573176470039e-01,-1.747178200053823849e-01
9.826989573176470039e-01,-1.747178200053823849e-01
9.826989573176470039e-01,-1.747178200053823849e-01
9.669029081968483208e-01,-8.211759754545704115e-02
9.669029081968483208e-01,-8.211759754545704115e-02
9.669029081968483208e-01,-8.211759754545704115e-02
