# x_bohr V_Hartree
5.072319201995012072e+00 1.286421104346365851e+01
5.102244389027432270e+00 1.301644890268095800e+01
5.132169576059850691e+00 1.316958227871717391e+01
5.162094763092269112e+00 1.332361117157231511e+01
5.192019950124687533e+00 1.347853558124638162e+01
5.221945137157107730e+00 1.363435550773938232e+01
5.251870324189526151e+00 1.379107095105129943e+01
5.281795511221944572e+00 1.394868191118214185e+01
5.311720698254364770e+00 1.410718838813191844e+01
5.341645885286783191e+00 1.426659038190061146e+01
5.371571072319201612e+00 1.442688789248822800e+01
5.401496259351621809e+00 1.458808091989478228e+01
5.431421446384040230e+00 1.475016946412024943e+01
5.461346633416458651e+00 1.491315352516464365e+01
5.491271820448877072e+00 1.507703310302796140e+01
5.521197007481297270e+00 1.524180819771021689e+01
5.551122194513715691e+00 1.540747880921138524e+01
5.581047381546134112e+00 1.557404493753148067e+01
5.610972568578554309e+00 1.574150658267051028e+01
5.640897755610972730e+00 1.590986374462845454e+01
5.670822942643391151e+00 1.607911642340532410e+01
5.700748129675811349e+00 1.624926461900113139e+01
5.730673316708229770e+00 1.642030833141584978e+01
5.760598503740648191e+00 1.659224756064949702e+01
5.790523690773066612e+00 1.676508230670206956e+01
5.820448877805486809e+00 1.693881256957357451e+01
5.850374064837905230e+00 1.711343834926399765e+01
5.880299251870323651e+00 1.728895964577334254e+01
5.910224438902743849e+00 1.746537645910162695e+01
5.940149625935162270e+00 1.764268878924882245e+01
5.970074812967580691e+00 1.782089663621494680e+01
