dt_reduced,max_energy_error
0.01,1.2499992202874566e-05
0.05,0.0003124968722071908
0.1,0.0012499278017938376
0.5,0.031249717735797933
1.0,0.09375
1.9,0.4512360997918139
2.01,1.5663529652965478e+51
