time_internal,E_eV,x1,y1,z1,x2,y2,z2
3.152,-0.890065296662014,0.009272234005453227,0.10446097765763009,0.0,1.1907277659945452,-0.10446097765763009,0.0
3.154,-0.8900652933384345,0.009244177177461753,0.1045268808467521,0.0,1.1907558228225368,-0.1045268808467521,0.0
3.156,-0.8900652907745015,0.009224826687402824,0.10459124355787537,0.0,1.1907751733125957,-0.10459124355787537,0.0
3.158,-0.8900652889637268,0.009214184661414238,0.104654064516522,0.0,1.1907858153385844,-0.104654064516522,0.0
3.16,-0.8900652879015218,0.009212252557081621,0.10471534256625095,0.0,1.190787747442917,-0.10471534256625095,0.0
3.162,-0.8900652875851909,0.009219031166095347,0.10477507666836758,0.0,1.1907809688339033,-0.10477507666836758,0.0
3.164,-0.890065288013931,0.009234520615823177,0.10483326590182422,0.0,1.1907654793841755,-0.10483326590182422,0.0
3.166,-0.8900652891888311,0.009258720369800404,0.10488990946331232,0.0,1.1907412796301984,-0.10488990946331232,0.0
3.168,-0.8900652911128711,0.009291629227138063,0.10494500666754644,0.0,1.1907083707728607,-0.10494500666754644,0.0
3.17,-0.8900652937909265,0.009333245320848664,0.10499855694774084,0.0,1.19066675467915,-0.10499855694774084,0.0
3.172,-0.8900652972297726,0.0093835661150877,0.10505055985627955,0.0,1.190616433884911,-0.10505055985627955,0.0
3.174,-0.8900653014380899,0.009442588401308039,0.10510101506558103,0.0,1.1905574115986908,-0.10510101506558103,0.0
3.176,-0.8900653064264731,0.009510308293323156,0.10514992236915867,0.0,1.1904896917066756,-0.10514992236915867,0.0
3.178,-0.8900653122074408,0.009586721221273962,0.10519728168287869,0.0,1.1904132787787247,-0.10519728168287869,0.0
3.18,-0.890065318795446,0.009671821924492879,0.10524309304641716,0.0,1.1903281780755057,-0.10524309304641716,0.0
3.182,-0.8900653262068898,0.0097656044432576,0.10528735662491802,0.0,1.190234395556741,-0.10528735662491802,0.0
3.184,-0.8900653344601349,0.009868062109425837,0.10533007271085436,0.0,1.1901319378905726,-0.10533007271085436,0.0
3.186,-0.8900653435755225,0.0099791875359412,0.10537124172609517,0.0,1.1900208124640572,-0.10537124172609517,0.0
3.188,-0.89006535357539,0.010098972605199171,0.1054108642241803,0.0,1.1899010273947992,-0.1054108642241803,0.0
3.19,-0.8900653644840868,0.010227408456261002,0.10544894089280624,0.0,1.1897725915437374,-0.10544894089280624,0.0
3.192,-0.8900653763279974,0.010364485470902185,0.10548547255652588,0.0,1.1896355145290962,-0.10548547255652588,0.0
3.194,-0.8900653891355602,0.010510193258481019,0.1055204601796655,0.0,1.1894898067415174,-0.1055204601796655,0.0
3.196,-0.8900654029372896,0.010664520639611597,0.10555390486946219,0.0,1.1893354793603867,-0.10555390486946219,0.0
3.198,-0.8900654177657975,0.010827455628624437,0.1055858078794256,0.0,1.1891725443713739,-0.1055858078794256,0.0
3.2,-0.890065433655818,0.010998985414796813,0.10561617061292788,0.0,1.1890010145852015,-0.10561617061292788,0.0
3.202,-0.890065450644231,0.011179096342333685,0.10564499462702567,0.0,1.1888209036576647,-0.10564499462702567,0.0
3.204,-0.8900654687700831,0.01136777388907905,0.10567228163651878,0.0,1.1886322261109192,-0.10567228163651878,0.0
3.206,-0.8900654880746149,0.011565002643936319,0.10569803351824984,0.0,1.188434997356062,-0.10569803351824984,0.0
3.208,-0.8900655086012823,0.011770766282975334,0.10572225231564981,0.0,1.1882292337170228,-0.10572225231564981,0.0
3.21,-0.89006553039578,0.011985047544202411,0.10574494024353416,0.0,1.1880149524557957,-0.10574494024353416,0.0
3.212,-0.8900655535060635,0.012207828200968785,0.10576609969315506,0.0,1.1877921717990294,-0.10576609969315506,0.0
3.214,-0.890065577982373,0.012439089033991756,0.10578573323751488,0.0,1.1875609109660064,-0.10578573323751488,0.0
3.216,-0.890065603877248,0.012678809801961722,0.10580384363694656,0.0,1.1873211901980363,-0.10580384363694656,0.0
3.218,-0.8900656312455506,0.012926969210707333,0.10582043384496674,0.0,1.1870730307892907,-0.10582043384496674,0.0
3.22,-0.8900656601444786,0.013183544880889932,0.10583550701440755,0.0,1.186816455119108,-0.10583550701440755,0.0
3.222,-0.8900656906335782,0.01344851331419749,0.10584906650383337,0.0,1.1865514866858005,-0.10584906650383337,0.0
3.224,-0.890065722774756,0.013721849858007316,0.10586111588424886,0.0,1.1862781501419906,-0.10586111588424886,0.0
3.226,-0.8900657566322837,0.014003528668485886,0.1058716589461049,0.0,1.185996471331512,-0.1058716589461049,0.0
3.228,-0.8900657922728029,0.014293522672093276,0.10588069970660918,0.0,1.1857064773279047,-0.10588069970660918,0.0
3.23,-0.8900658297653194,0.014591803525458887,0.10588824241734839,0.0,1.185408196474539,-0.10588824241734839,0.0
3.232,-0.8900658691811979,0.014898341573594357,0.10589429157222906,0.0,1.1851016584264036,-0.10589429157222906,0.0
3.234,-0.8900659105941465,0.015213105806408866,0.10589885191574441,0.0,1.184786894193589,-0.10589885191574441,0.0
3.236,-0.8900659540801965,0.01553606381349141,0.10590192845157452,0.0,1.1844639361865066,-0.10590192845157452,0.0
3.238,-0.8900659997176743,0.01586718173712404,0.1059035264515273,0.0,1.1841328182628739,-0.1059035264515273,0.0
3.24,-0.8900660475871616,0.01620642422348958,0.10590365146482808,0.0,1.1837935757765083,-0.10590365146482808,0.0
3.242,-0.8900660977714531,0.016553754372037013,0.10590230932776541,0.0,1.1834462456279609,-0.10590230932776541,0.0
3.244,-0.8900661503554943,0.016909133682967304,0.10589950617370095,0.0,1.1830908663170305,-0.10589950617370095,0.0
3.246,-0.8900662054263178,0.017272522002802444,0.10589524844345126,0.0,1.1827274779971955,-0.10589524844345126,0.0
3.248,-0.8900662630729566,0.017643877468000273,0.10588954289604961,0.0,1.1823561225319976,-0.10588954289604961,0.0
3.25,-0.8900663233863525,0.01802315644657785,0.10588239661989549,0.0,1.1819768435534201,-0.10588239661989549,0.0
3.2520000000000002,-0.8900663864592442,0.018410313477706327,0.10587381704429993,0.0,1.1815896865222917,-0.10587381704429993,0.0
3.254,-0.8900664523860393,0.018805301209240698,0.10586381195143453,0.0,1.1811946987907573,-0.10586381195143453,0.0
3.2560000000000002,-0.8900665212626684,0.01920807033314837,0.10585238948869181,0.0,1.1807919296668496,-0.10585238948869181,0.0
3.258,-0.8900665931864223,0.01961856951880132,0.1058395581814648,0.0,1.1803814304811966,-0.1058395581814648,0.0
3.2600000000000002,-0.8900666682557611,0.020036745344097544,0.10582532694635331,0.0,1.1799632546559005,-0.10582532694635331,0.0
3.262,-0.8900667465701111,0.020462542224378783,0.10580970510480428,0.0,1.1795374577756192,-0.10580970510480428,0.0
3.2640000000000002,-0.8900668282296244,0.02089590233911296,0.10579270239719324,0.0,1.179104097660885,-0.10579270239719324,0.0
3.266,-0.8900669133349213,0.02133676555631154,0.10577432899735384,0.0,1.1786632344436865,-0.10577432899735384,0.0
3.2680000000000002,-0.8900670019867993,0.021785069354654064,0.10575459552756182,0.0,1.178214930645344,-0.10575459552756182,0.0
3.27,-0.890067094285914,0.02224074874329454,0.10573351307397953,0.0,1.1777592512567034,-0.10573351307397953,0.0
3.2720000000000002,-0.8900671903324229,0.022703736179327003,0.10571109320256657,0.0,1.177296263820671,-0.10571109320256657,0.0
3.274,-0.8900672902255994,0.02317396148289078,0.10568734797546166,0.0,1.1768260385171072,-0.10568734797546166,0.0
3.2760000000000002,-0.8900673940634058,0.02365135174989941,0.10566228996784016,0.0,1.1763486482500987,-0.10566228996784016,0.0
3.278,-0.890067501942027,0.02413583126238121,0.1056359322852509,0.0,1.1758641687376168,-0.1056359322852509,0.0
3.2800000000000002,-0.8900676139553625,0.024627321396423766,0.10560828858143531,0.0,1.1753726786035743,-0.10560828858143531,0.0
3.282,-0.8900677301944739,0.025125740527719695,0.10557937307663104,0.0,1.1748742594722783,-0.10557937307663104,0.0
3.2840000000000003,-0.8900678507469845,0.02563100393471639,0.10554920057636082,0.0,1.1743689960652817,-0.10554920057636082,0.0
3.286,-0.8900679756964299,0.026143023699378508,0.10551778649070684,0.0,1.1738569763006195,-0.10551778649070684,0.0
