x_bohr,V_Hartree,psi_0,psi_1,psi_2,psi_3
-3.99501246882793,14.304458107161956,0.0030122598785012633,-0.0034452713959816964,-0.005720857598686446,0.010301788285785566
-3.965087281795511,13.740334172436548,0.003548432014355364,-0.004057092344075977,-0.006699529333342918,0.01202244604959187
-3.935162094763092,13.191672660673646,0.004166950702256981,-0.004762570233905454,-0.007820190706953936,0.01398406528649517
-3.9052369077306732,12.658219513995093,0.00487807482997506,-0.005573310801860282,-0.009098908309233919,0.016212220272267205
-3.875311720698254,12.139722599203616,0.005692947599833389,-0.0065019081732539015,-0.010552833293618745,0.01873388987298371
-3.845386533665835,11.635931707782863,0.006623613287987464,-0.007561961096237232,-0.012200162408191134,0.021577330588560522
-3.815461346633416,11.146598555897352,0.007683024838225576,-0.008768078510122347,-0.014060078336140931,0.024771911662014756
-3.7855361596009973,10.671476784392503,0.008885040966994835,-0.010135872953705992,-0.01615266753425928,0.028347909951486453
-3.7556109725685785,10.210321958794633,0.010244411482303007,-0.011681940354742725,-0.018498813965368986,0.0323362627821441
-3.725685785536159,9.762891569310948,0.01177674957536114,-0.013423824812178388,-0.021120067388945913,0.03676827762041753
-3.6957605985037403,9.328945030829567,0.013498489932345427,-0.015379967090332158,-0.02403848520376449,0.04167529813968713
-3.6658354114713214,8.908243682919483,0.015426831635860146,-0.01756963569036921,-0.027276447225809495,0.04708832706743405
-3.6359102244389025,8.500550789830598,0.017579664982220307,-0.02001283954972365,-0.030856443230748428,0.053037607108322726
-3.6059850374064837,8.105631540493695,0.019975481531348142,-0.022730221644227083,-0.03480083358788859,0.05955216221171044
-3.5760598503740644,7.723253048520466,0.022633266929788287,-0.02574293302913744,-0.03913158385479131,0.0666593024782947
-3.5461346633416455,7.353184352203496,0.02557237630203342,-0.02907248715150795,-0.04386997477975885,0.07438409705855062
-3.5162094763092266,6.995196414516264,0.0288123922879766,-0.03274059459373009,-0.04903628976266612,0.08274882046205367
-3.486284289276808,6.649062123113137,0.03237296611086077,-0.03676897876186075,-0.05464948244090363,0.09177237874621796
-3.456359102244389,6.314556290329389,0.03627364238563776,-0.04117917340667806,-0.06072682768298898,0.10146972305819373
-3.4264339152119696,5.991455653181169,0.04053366871637614,-0.045992303253505354,-0.0672835598730841,0.11185125893641752
-3.3965087281795507,5.679538873365554,0.04517179147670382,-0.051228849411049424,-0.07433250293988343,0.1229222606100995
-3.366583541147132,5.378586537260486,0.050206039512043686,-0.05690840162147416,-0.08188369710744914,0.13468230023782107
-3.336658354114713,5.088381155924816,0.05565349783893332,-0.06304939979482074,-0.08994402780798684,0.14712470257389587
-3.306733167082294,4.808707165098287,0.06153007373705822,-0.06966886763154237,-0.09851686258225392,0.16023603591898902
-3.276807980049875,4.539350925201536,0.0678502579257312,-0.07678214146813502,-0.10760170208825272,0.1739956503786102
-3.246882793017456,4.2801007213361,0.07462688378050183,-0.08440259777359292,-0.11719385153052293,0.18837527440234103
