value,from_unit,to_unit,own,ASE,difference
1,eV,kJ/mol,96.4853321233,96.48533288249877,-7.591987696287106e-07
1,Hartree,eV,27.211386245988,27.211386024367243,2.2162075552500937e-07
1000,cm^-1,eV,0.1239841984332,0.12398419739640719,1.0367928043875096e-09
1,bar,Pa,100000.0,100000.0,0.0
1,ps,fs,999.9999999999999,1000.0,-1.1368683772161603e-13
