scenario,site,clean_eV,H2_eV,total_eV,force_max_eV_A,Hx_A,Hy_A,Hz_A
baseline,ontop,-36.842150445181304,-6.5923090093646906,-39.607194000190844,0.03319100046610585,-7.267431589112657e-20,2.448636292354312e-20,13.691902634303924
baseline,bridge,-36.842150445181304,-6.5923090093646906,-40.09024201123972,0.03947402080376796,1.2763114620834413,0.007814039663266006,13.24892898471376
baseline,fcc,-36.842150445181304,-6.5923090093646906,-40.228088167018846,0.027254049959165787,1.2762839764553353,0.7368628973688949,13.102710845056679
baseline,hcp,-36.842150445181304,-6.5923090093646906,-40.221039884685624,0.03248747849902858,2.5526554800834367,1.4737763285745453,13.105647535565705
