x_model,y_model
8.399551683857593432e-01,0.000000000000000000e+00
8.399551683857593432e-01,0.000000000000000000e+00
7.696982710739227462e-01,0.000000000000000000e+00
7.926895467471645196e-01,0.000000000000000000e+00
7.926895467471645196e-01,0.000000000000000000e+00
8.777178552303105397e-01,0.000000000000000000e+00
8.735377677922496753e-01,0.000000000000000000e+00
7.288677649854452545e-01,0.000000000000000000e+00
7.807600547394974999e-01,0.000000000000000000e+00
7.254740563466656189e-01,0.000000000000000000e+00
9.001996852746305677e-01,0.000000000000000000e+00
8.437480762542507451e-01,0.000000000000000000e+00
8.437480762542507451e-01,0.000000000000000000e+00
8.309384349043410500e-01,0.000000000000000000e+00
8.309384349043410500e-01,0.000000000000000000e+00
8.309384349043410500e-01,0.000000000000000000e+00
8.590896487618037147e-01,0.000000000000000000e+00
9.132125900678096375e-01,0.000000000000000000e+00
8.831679189292700460e-01,0.000000000000000000e+00
7.929915758156532712e-01,0.000000000000000000e+00
7.929915758156532712e-01,0.000000000000000000e+00
8.458798223932060267e-01,0.000000000000000000e+00
8.458798223932060267e-01,0.000000000000000000e+00
8.458798223932060267e-01,0.000000000000000000e+00
8.458798223932060267e-01,0.000000000000000000e+00
8.016976524679196858e-01,0.000000000000000000e+00
8.559256991069171816e-01,0.000000000000000000e+00
9.931719887038996664e-01,0.000000000000000000e+00
8.402086526566472369e-01,0.000000000000000000e+00
9.447643664365010796e-01,0.000000000000000000e+00
8.373888400487337069e-01,0.000000000000000000e+00
8.373888400487337069e-01,0.000000000000000000e+00
9.124521850909905751e-01,0.000000000000000000e+00
8.905164259132970495e-01,0.000000000000000000e+00
6.954701333563948484e-01,0.000000000000000000e+00
8.766521155255909692e-01,0.000000000000000000e+00
6.870467658031856883e-01,0.000000000000000000e+00
6.139754253251629157e-01,0.000000000000000000e+00
5.573649540460439145e-01,0.000000000000000000e+00
5.573649540460439145e-01,0.000000000000000000e+00
6.962816930276064520e-01,0.000000000000000000e+00
6.962816930276064520e-01,0.000000000000000000e+00
6.979076628587151943e-01,0.000000000000000000e+00
8.806524355428272388e-01,0.000000000000000000e+00
9.056365116114061253e-01,0.000000000000000000e+00
7.541769339758591650e-01,0.000000000000000000e+00
7.541769339758591650e-01,0.000000000000000000e+00
9.580809727122970854e-01,0.000000000000000000e+00
1.037734962521494220e+00,0.000000000000000000e+00
1.037734962521494220e+00,0.000000000000000000e+00
1.037734962521494220e+00,0.000000000000000000e+00
9.637439212348587469e-01,0.000000000000000000e+00
8.445912616760318237e-01,0.000000000000000000e+00
8.808183223867924738e-01,0.000000000000000000e+00
8.896261267459250055e-01,0.000000000000000000e+00
8.266442707213452756e-01,0.000000000000000000e+00
8.266442707213452756e-01,0.000000000000000000e+00
8.984679290665260609e-01,0.000000000000000000e+00
8.984679290665260609e-01,0.000000000000000000e+00
9.186734837410058807e-01,0.000000000000000000e+00
9.492354621618431798e-01,0.000000000000000000e+00
9.698900280919516836e-01,0.000000000000000000e+00
9.698900280919516836e-01,0.000000000000000000e+00
8.816335974951230448e-01,0.000000000000000000e+00
7.029947672796199587e-01,0.000000000000000000e+00
7.243964960902438133e-01,0.000000000000000000e+00
6.918410691404883739e-01,0.000000000000000000e+00
7.551709632683504259e-01,0.000000000000000000e+00
7.547138638617445494e-01,0.000000000000000000e+00
5.060402786370896688e-01,0.000000000000000000e+00
6.220874447646417282e-01,0.000000000000000000e+00
6.220874447646417282e-01,0.000000000000000000e+00
6.220874447646417282e-01,0.000000000000000000e+00
7.898709032180629697e-01,0.000000000000000000e+00
7.898709032180629697e-01,0.000000000000000000e+00
7.898709032180629697e-01,0.000000000000000000e+00
9.071526960956757257e-01,0.000000000000000000e+00
1.004004938335969044e+00,0.000000000000000000e+00
1.054932340657229739e+00,0.000000000000000000e+00
8.028072233662040258e-01,0.000000000000000000e+00
8.801763145507726094e-01,0.000000000000000000e+00
8.430161180966686540e-01,0.000000000000000000e+00
8.430161180966686540e-01,0.000000000000000000e+00
9.878587966730374426e-01,0.000000000000000000e+00
8.157260754326159935e-01,0.000000000000000000e+00
8.157260754326159935e-01,0.000000000000000000e+00
8.226153353223809583e-01,0.000000000000000000e+00
5.654769048213819094e-01,0.000000000000000000e+00
5.654769048213819094e-01,0.000000000000000000e+00
5.267921783954621073e-01,0.000000000000000000e+00
6.452618176833526675e-01,0.000000000000000000e+00
8.859872572023814730e-01,0.000000000000000000e+00
8.470928214111566046e-01,0.000000000000000000e+00
8.470928214111566046e-01,0.000000000000000000e+00
