x_model,y_model
1.219609481133879930e-01,0.000000000000000000e+00
-2.127543590795933914e-01,0.000000000000000000e+00
-2.127543590795933914e-01,0.000000000000000000e+00
-2.127543590795933914e-01,0.000000000000000000e+00
-7.968656640017296455e-02,0.000000000000000000e+00
-7.968656640017296455e-02,0.000000000000000000e+00
-8.778821000802050634e-02,0.000000000000000000e+00
-8.778821000802050634e-02,0.000000000000000000e+00
-3.118971182369546513e-01,0.000000000000000000e+00
-1.526379970595035940e-01,0.000000000000000000e+00
-8.541669508432936375e-02,0.000000000000000000e+00
-2.620679726459281822e-01,0.000000000000000000e+00
-3.371239501479177947e-01,0.000000000000000000e+00
-4.749759016874409712e-01,0.000000000000000000e+00
-4.543175578476001397e-01,0.000000000000000000e+00
-4.543175578476001397e-01,0.000000000000000000e+00
-4.855270733013911655e-01,0.000000000000000000e+00
-4.855270733013911655e-01,0.000000000000000000e+00
-4.855270733013911655e-01,0.000000000000000000e+00
-4.855270733013911655e-01,0.000000000000000000e+00
-4.134357459680606528e-01,0.000000000000000000e+00
-3.619777497998235560e-01,0.000000000000000000e+00
-3.011094462168198427e-01,0.000000000000000000e+00
-3.011094462168198427e-01,0.000000000000000000e+00
-3.011094462168198427e-01,0.000000000000000000e+00
-3.011094462168198427e-01,0.000000000000000000e+00
-1.998687418697370211e-01,0.000000000000000000e+00
1.227999163005317196e-01,0.000000000000000000e+00
1.003333066433688969e-01,0.000000000000000000e+00
-1.574225659520574194e-01,0.000000000000000000e+00
1.753943342454130361e-01,0.000000000000000000e+00
7.636625736852309387e-03,0.000000000000000000e+00
1.085743561805694174e-01,0.000000000000000000e+00
1.913132297762515366e-01,0.000000000000000000e+00
4.622851422113399833e-02,0.000000000000000000e+00
-3.075095099817607980e-01,0.000000000000000000e+00
-1.253887591507441002e-02,0.000000000000000000e+00
1.686327369473714088e-01,0.000000000000000000e+00
-6.352024460143448903e-02,0.000000000000000000e+00
2.646225642700950065e-03,0.000000000000000000e+00
2.646225642700950065e-03,0.000000000000000000e+00
-2.160150716877067278e-01,0.000000000000000000e+00
-1.734284012068355030e-01,0.000000000000000000e+00
-2.118860470490571135e-01,0.000000000000000000e+00
6.249283677497091682e-02,0.000000000000000000e+00
1.074136212606893043e-01,0.000000000000000000e+00
-5.367295779472831818e-02,0.000000000000000000e+00
-1.313236132725018046e-01,0.000000000000000000e+00
-1.313236132725018046e-01,0.000000000000000000e+00
-1.601295558884980319e-01,0.000000000000000000e+00
-1.601295558884980319e-01,0.000000000000000000e+00
-6.627309349525635496e-02,0.000000000000000000e+00
-1.470445250603351350e-01,0.000000000000000000e+00
-9.400354954572309740e-03,0.000000000000000000e+00
-9.400354954572309740e-03,0.000000000000000000e+00
-1.385568049970585802e-01,0.000000000000000000e+00
-6.584386651912599309e-02,0.000000000000000000e+00
5.211081914918930247e-02,0.000000000000000000e+00
-2.587004320806006175e-01,0.000000000000000000e+00
-2.283537175142495435e-01,0.000000000000000000e+00
-2.808267930955546943e-01,0.000000000000000000e+00
-3.688560096999342619e-01,0.000000000000000000e+00
-3.603860377623371303e-01,0.000000000000000000e+00
-3.603860377623371303e-01,0.000000000000000000e+00
-1.847887838306807307e-01,0.000000000000000000e+00
-1.847887838306807307e-01,0.000000000000000000e+00
-1.654175222029454495e-01,0.000000000000000000e+00
-4.712601826508910907e-02,0.000000000000000000e+00
-1.646074828829463543e-01,0.000000000000000000e+00
-3.410378349109077778e-01,0.000000000000000000e+00
-3.410378349109077778e-01,0.000000000000000000e+00
-8.114191249109259374e-02,0.000000000000000000e+00
4.053972440217680495e-02,0.000000000000000000e+00
4.053972440217680495e-02,0.000000000000000000e+00
4.053972440217680495e-02,0.000000000000000000e+00
-1.056928495884780633e-01,0.000000000000000000e+00
-2.047756538365614609e-01,0.000000000000000000e+00
-1.680235173551813677e-01,0.000000000000000000e+00
-1.680235173551813677e-01,0.000000000000000000e+00
-1.162019355845424484e-01,0.000000000000000000e+00
-1.162019355845424484e-01,0.000000000000000000e+00
3.516862693858774369e-02,0.000000000000000000e+00
3.516862693858774369e-02,0.000000000000000000e+00
5.251654617288822186e-03,0.000000000000000000e+00
-2.749469049254262346e-02,0.000000000000000000e+00
-2.749469049254262346e-02,0.000000000000000000e+00
1.746907148376868057e-01,0.000000000000000000e+00
1.997028909857515022e-01,0.000000000000000000e+00
3.652063265701623318e-01,0.000000000000000000e+00
3.652063265701623318e-01,0.000000000000000000e+00
3.144180605806418116e-01,0.000000000000000000e+00
9.542405392766539762e-02,0.000000000000000000e+00
9.542405392766539762e-02,0.000000000000000000e+00
9.010811427587740730e-02,0.000000000000000000e+00
6.939830982691322370e-02,0.000000000000000000e+00
9.380539709546323324e-02,0.000000000000000000e+00
1.206072350751867389e-01,0.000000000000000000e+00
2.210598501994743281e-01,0.000000000000000000e+00
2.898110835368225557e-02,0.000000000000000000e+00
2.898110835368225557e-02,0.000000000000000000e+00
-7.109224893541883639e-02,0.000000000000000000e+00
1.747277443537742503e-01,0.000000000000000000e+00
1.747277443537742503e-01,0.000000000000000000e+00
7.144437647179509299e-02,0.000000000000000000e+00
1.109620731909877478e-01,0.000000000000000000e+00
2.356386105480582915e-01,0.000000000000000000e+00
2.436781729221369208e-01,0.000000000000000000e+00
2.451632696119582511e-01,0.000000000000000000e+00
3.088715221439070624e-01,0.000000000000000000e+00
2.169369714878915112e-01,0.000000000000000000e+00
2.733904113658749968e-01,0.000000000000000000e+00
2.885528188129612426e-01,0.000000000000000000e+00
2.778697611147447621e-01,0.000000000000000000e+00
1.705140370906489955e-01,0.000000000000000000e+00
2.055425421536415942e-01,0.000000000000000000e+00
2.365071435456842230e-01,0.000000000000000000e+00
2.365071435456842230e-01,0.000000000000000000e+00
2.896397706231221836e-01,0.000000000000000000e+00
3.058081635559002920e-01,0.000000000000000000e+00
7.417234840581571342e-02,0.000000000000000000e+00
-1.172283624456861573e-01,0.000000000000000000e+00
-4.531116377375278559e-02,0.000000000000000000e+00
1.649188964921046580e-02,0.000000000000000000e+00
1.649188964921046580e-02,0.000000000000000000e+00
7.843789882777027489e-02,0.000000000000000000e+00
1.484770252422351056e-01,0.000000000000000000e+00
4.995631395805572028e-02,0.000000000000000000e+00
4.995631395805572028e-02,0.000000000000000000e+00
5.788972640141083759e-02,0.000000000000000000e+00
1.308834092056855303e-01,0.000000000000000000e+00
5.536951825356511980e-02,0.000000000000000000e+00
5.536951825356511980e-02,0.000000000000000000e+00
2.273887482224240530e-02,0.000000000000000000e+00
2.273887482224240530e-02,0.000000000000000000e+00
1.849944839777763889e-02,0.000000000000000000e+00
-5.413304442361455832e-02,0.000000000000000000e+00
