x_model,MEP_eV,F_analytic_eV,F_quadrature_eV
-1.4,0.13823999999999992,0.14865685297467915,0.14865685297467943
-1.386,0.12723504480239992,0.13730898097037317,0.13730898097037314
-1.3719999999999999,0.11679022851839989,0.12652015407693595,0.12652015407693595
-1.3579999999999999,0.10689192883439992,0.11627676757860747,0.11627676757860747
-1.3439999999999999,0.09752666173439993,0.106565356223074,0.106565356223074
-1.3299999999999998,0.08868108149999993,0.09737259426957515,0.09737259426957515
-1.3159999999999998,0.08034198071039993,0.08868529553860541,0.08868529553860544
-1.3019999999999998,0.0724962902423999,0.08049041346323665,0.08049041346323665
-1.2879999999999998,0.0651310792703999,0.07277504114208488,0.07277504114208488
-1.274,0.05823355526639999,0.06552641139394144,0.06552641139394147
-1.26,0.05179106400000002,0.058731896814085645,0.058731896814085666
-1.246,0.045791089538400005,0.052379009832293454,0.05237900983229346
-1.232,0.0402212542464,0.04645540277255009,0.046455402772550086
-1.218,0.035069318786399975,0.0409488679144721,0.04094886791447211
-1.204,0.03032318211839997,0.03584733755643838,0.0358473375564384
-1.19,0.02597088149999999,0.031138884080423347,0.031138884080423354
-1.176,0.022000592486399972,0.026811720018519593,0.0268117200185196
-1.162,0.018400628930399978,0.022854198121130327,0.022854198121130334
-1.148,0.015159442982399976,0.019254811426802763,0.01925481142680277
-1.134,0.01226562509039999,0.016002193333666787,0.016002193333666814
-1.1199999999999999,0.009707903999999979,0.013085117672431867,0.013085117672431867
-1.1059999999999999,0.007475146754399984,0.010492498780886247,0.010492498780886247
-1.092,0.0055563586944000105,0.008213391579829768,0.008213391579829768
-1.0779999999999998,0.003940683458399984,0.006236991650360374,0.006236991650360388
-1.064,0.002617402982400008,0.004552635312420693,0.004552635312420714
-1.0499999999999998,0.0015759374999999875,0.0031497997044953527,0.0031497997044954706
-1.036,0.0008058455424000006,0.0020181028643367904,0.002018102864336957
-1.022,0.00029682393839999957,0.001147303810577014,0.0011473038105772049
-1.008,3.870781440000038e-05,0.0005273026250679699,0.0005273026250681712
-0.994,2.1470594399999906e-05,0.000148140535771394,0.00014814053577139052
-0.98,0.00023522400000000094,0.0,0.0
-0.966,0.0006702180504000002,7.320478778901143e-05,7.320478778902184e-05
-0.952,0.0013168410624000032,0.0003582200651542494,0.0003582200651542494
-0.938,0.0021656196504000053,0.0008456524769681478,0.0008456524769681617
-0.9239999999999999,0.003207218726400006,0.001526250229159254,0.001526250229159254
-0.9099999999999999,0.004432441500000008,0.002390903169913413,0.0023909031699134164
-0.8959999999999999,0.0058322294784000075,0.0034306428695263305,0.0034306428695263236
-0.882,0.007397662466399996,0.004636642698527475,0.004636642698527496
-0.868,0.0091199585664,0.0060002179036643295,0.006000217903664326
-0.854,0.010990474178400001,0.007512825681303924,0.007512825681303931
-0.84,0.013000704000000009,0.009166065247775912,0.009166065247775912
-0.826,0.015142281026400011,0.010951677906147442,0.010951677906147442
-0.8119999999999999,0.017406976550400008,0.012861547108886144,0.012861547108886151
-0.7979999999999999,0.019786700162400007,0.014887698515832402,0.01488769851583241
-0.784,0.02227349975039999,0.01702230004686761,0.017022300046867625
-0.77,0.024859561500000002,0.019257661928630397,0.019257661928630404
-0.756,0.02753720989439999,0.021586236734598155,0.02158623673459817
-0.742,0.030298907714400008,0.02400061941781864,0.02400061941781864
-0.728,0.033137256038399995,0.026493547335543224,0.02649354733554321
-0.714,0.036044994242400014,0.029057900264984275,0.029057900264984282
-0.7,0.039015,0.03168670040938946,0.03168670040938945
-0.6859999999999999,0.042040289282400015,0.034373112393602155,0.03437311239360211
-0.6719999999999999,0.045114016358400004,0.037110443248253314,0.03711044324825326
-0.658,0.0482294737944,0.0398921423817139,0.039892142381713874
-0.644,0.0513800924544,0.042711801538922435,0.0427118015389224
-0.63,0.05455944149999999,0.0455631547461953,0.04556315474619527
-0.616,0.057761228390399995,0.04844007824112547,0.04844007824112545
-0.602,0.06097929888240001,0.05133659038668086,0.05133659038668084
-0.588,0.0642076370304,0.05424685156862668,0.05424685156862666
-0.574,0.06744036518640002,0.05716516407541814,0.05716516407541808
-0.56,0.07067174399999997,0.06008597195974046,0.060085971959740414
-0.546,0.07389617241839999,0.06300386088091603,0.06300386088091595
-0.532,0.07710818768639999,0.06591355792744802,0.06591355792744794
-0.518,0.0803024653464,0.06880993141903735,0.06880993141903724
-0.504,0.08347381923839998,0.07168799068748272,0.07168799068748258
-0.49,0.0866172015,0.0745428858359641,0.07454288583596397
-0.476,0.08972770256639999,0.07736990747631164,0.07736990747631148
-0.46199999999999997,0.09280055117040001,0.0801644864439772,0.08016448644397697
-0.44799999999999995,0.0958311143424,0.08292219349055471,0.08292219349055446
