x_model,MEP_eV,F_analytic_eV,F_quadrature_eV
-1.4,0.13823999999999992,0.15592622567841696,0.15592622567841757
-1.386,0.12723504480239992,0.14434974246964033,0.14434974246964088
-1.3719999999999999,0.11679022851839989,0.13333157516991168,0.1333315751699123
-1.3579999999999999,0.10689192883439992,0.12285813079536416,0.12285813079536474
-1.3439999999999999,0.09752666173439993,0.11291595660280836,0.11291595660280897
-1.3299999999999998,0.08868108149999993,0.10349174016991027,0.10349174016991088
-1.3159999999999998,0.08034198071039993,0.09457230947802739,0.09457230947802799
-1.3019999999999998,0.0724962902423999,0.08614463299774612,0.08614463299774673
-1.2879999999999998,0.0651310792703999,0.07819581977715985,0.07819581977716046
-1.274,0.05823355526639999,0.07071311953292073,0.07071311953292132
-1.26,0.05179106400000002,0.06368392274409439,0.06368392274409497
-1.246,0.045791089538400005,0.05709576074884072,0.05709576074884133
-1.232,0.0402212542464,0.05093630584393513,0.05093630584393573
-1.218,0.035069318786399975,0.0451933713871385,0.045193371387139095
-1.204,0.03032318211839997,0.039854911902415635,0.03985491190241609
-1.19,0.02597088149999999,0.034909023187990565,0.03490902318799105
-1.176,0.022000592486399972,0.03034394242721765,0.03034394242721815
-1.162,0.018400628930399978,0.02614804830223555,0.026148048302236077
-1.148,0.015159442982399976,0.022309861110356273,0.022309861110356835
-1.134,0.01226562509039999,0.01881804288312964,0.018818042883130187
-1.1199999999999999,0.009707903999999979,0.01566139750800477,0.01566139750800534
-1.1059999999999999,0.007475146754399984,0.0128288708524954,0.012828870852495927
-1.092,0.0055563586944000105,0.010309550890734584,0.010309550890735056
-1.0779999999999998,0.003940683458399984,0.00809266783228562,0.008092667832286085
-1.064,0.002617402982400008,0.006167594253052799,0.006167594253053216
-1.0499999999999998,0.0015759374999999875,0.004523845228110578,0.004523845228110945
-1.036,0.0008058455424000006,0.0031510784662463,0.00315107846624664
-1.022,0.00029682393839999957,0.002039094445980008,0.0020390944459802857
-1.008,3.870781440000038e-05,0.001177836552798267,0.001177836552798503
-0.994,2.1470594399999906e-05,0.0005573912173039743,0.0005573912173041234
-0.98,0.00023522400000000094,0.00016798805395164956,0.0001679880539517259
-0.966,0.0006702180504000002,0.0,0.0
-0.952,0.0013168410624000032,4.3943454275396227e-05,4.394345427530255e-05
-0.938,0.0021656196504000053,0.0002904784152985597,0.00029047841529840357
-0.9239999999999999,0.003207218726400006,0.0007304086182837385,0.0007304086182835096
