T_K,Z,logZ,U_eV,F_eV,S_eV_K
50.0,1.0000000002497842,2.497841541097831e-10,2.4978415407858707e-11,-1.0762366497834933e-12,5.21093041152844e-13
100.0,1.0000273743029577,2.7373928288360978e-05,2.7373553625804678e-06,-2.35890262754865e-07,2.9732456253353326e-08
300.0,1.0626895558542657,0.060803011413961605,0.0058991410528986925,-0.0015718794380883403,2.490340163662344e-05
600.0,1.4336688455063349,0.36023678489959926,0.030248885359099382,-0.018625682572580942,8.14576132194672e-05
1000.0,1.9400337280223763,0.6627053585026538,0.04845450439568512,-0.05710752928826645,0.00010556203368395156
1500.0,2.3839998478097546,0.8687796853649111,0.05805368859739118,-0.11229846120256373,0.00011356809986663662
5000.0,3.378623422013728,1.2174683549437555,0.07040214681860045,-0.5245665275332889,0.00011899373487037788
