# i j k l (ij|kl)_Hartree; unique nonzero AO ERIs, 1-based
1 1 1 1 1.0557129427350722e+00
2 1 1 1 4.4700065227912478e-01
2 1 2 1 2.2709595560952056e-01
2 2 1 1 5.9279088595248364e-01
2 2 2 1 3.7009358981865259e-01
2 2 2 2 7.7460594391989779e-01
